,id,source,severity,distance(mi),description,street,city,county,state,zipcode,country,timezone,airport_code,temperature(f),wind_chill(f),humidity(%),pressure(in),visibility(mi),wind_direction,wind_speed(mph),weather_condition,amenity,bump,crossing,give_way,junction,no_exit,railway,roundabout,station,stop,traffic_calming,traffic_signal,turning_loop,sunrise_sunset,civil_twilight,nautical_twilight,astronomical_twilight,s_date,s_time,e_date,e_time,weather_time
764,A-765,Source2,2,0.0,Right hand shoulder blocked due to accident on US-101 Northbound at US-101 Exit 402 / Embarcadero Rd.,Embarcadero Rd,Palo Alto,Santa Clara,CA,94303,US,US/Pacific,KPAO,82.4,23.36869565217391,45.0,30.01,30.0,North,13.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,12:33:43,2016-06-21,13:03:43,12:47:00
765,A-766,Source2,3,0.0,#1 lane blocked due to accident on US-101 Southbound at Silver Ave.,Silver Ave,San Francisco,San Francisco,CA,94134-1230,US,US/Pacific,KSFO,73.0,23.36869565217391,44.0,30.02,10.0,WNW,19.6,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,12:46:38,2016-06-21,13:16:38,12:56:00
766,A-767,Source2,2,0.0,Slow lane blocked due to accident on US-101 Southbound at Exit 432 / Cesar Chavez.,Cesar Chavez St,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,77.0,23.36869565217391,40.0,30.03,10.0,WNW,11.5,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,12:58:04,2016-06-21,13:28:04,12:53:00
767,A-768,Source2,3,0.0,#1 lane blocked due to accident on I-880 Southbound before Dixon Landing Rd.,Dixon Landing Rd,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,87.1,23.36869565217391,24.0,30.01,10.0,NW,9.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,12:52:56,2016-06-21,13:22:56,12:53:00
768,A-769,Source2,3,0.0,Right hand shoulder blocked due to accident on I-880 Southbound at Exit 7 / County Hwy-G4 Montague Expy.,Montague Expy,San Jose,Santa Clara,CA,95131,US,US/Pacific,KSJC,87.1,23.36869565217391,24.0,30.01,10.0,NW,9.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,12:53:58,2016-06-21,13:23:58,12:53:00
769,A-770,Source2,3,0.0,Accident on I-80 Eastbound at Exit 78 Chiles Rd.,I-80 E,Davis,Yolo,CA,95618,US,US/Pacific,KEDU,91.4,23.36869565217391,20.0,29.99,10.0,NNE,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,12:54:27,2016-06-21,13:39:27,12:55:00
770,A-771,Source2,3,0.0,Accident on I-80 Westbound at Exits 8A 8B I-880.,I-80 W,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,77.0,23.36869565217391,40.0,30.03,10.0,WNW,11.5,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,13:02:04,2016-06-21,13:32:04,12:53:00
771,A-772,Source2,3,0.0,Accident on I-580 Westbound at Exit 22B Beaumont Ave.,Beaumont Ave,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,77.0,23.36869565217391,40.0,30.03,10.0,WNW,11.5,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2016-06-21,13:03:25,2016-06-21,13:33:25,12:53:00
772,A-773,Source2,3,0.0,Accident on I-880 Southbound at I-280.,I-280 S,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,87.1,23.36869565217391,24.0,30.01,10.0,NW,9.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,13:15:59,2016-06-21,13:45:59,12:53:00
773,A-774,Source2,2,0.0,Accident on CA-99 Southbound at CA-99 Exit 283 / Eschinger Rd. On exit ramp.,CA-99 S,Elk Grove,Sacramento,CA,95757,US,US/Pacific,KSAC,91.9,23.36869565217391,20.0,29.97,10.0,Variable,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,13:18:11,2016-06-21,14:03:11,12:53:00
774,A-775,Source2,3,0.0,Very slow traffic and shoulder blocked on exit ramp due to accident on I-80 Eastbound at I-80 Exit 75 / Mace Blvd.,I-80 E,Davis,Yolo,CA,95618,US,US/Pacific,KEDU,93.2,23.36869565217391,20.0,29.97,10.0,WNW,3.5,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,13:27:20,2016-06-21,14:13:00,13:35:00
775,A-776,Source2,2,0.0,Accident on Marconi Ave near Fulton Ave.,Marconi Ave,Sacramento,Sacramento,CA,95821-5105,US,US/Pacific,KMCC,91.4,23.36869565217391,18.0,29.98,10.0,WNW,6.9,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,13:23:19,2016-06-21,14:08:19,13:15:00
776,A-777,Source2,2,0.0,Accident on CA-92 San Mateo Rd Westbound at Pilarcitos Creek Rd.,San Mateo Rd,Half Moon Bay,San Mateo,CA,94019-7106,US,US/Pacific,KHAF,60.8,23.36869565217391,77.0,30.07,2.5,NW,17.3,Haze,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2016-06-21,13:35:09,2016-06-21,14:05:09,13:35:00
777,A-778,Source2,2,0.0,Accident on US-101 Southbound at Exits 404A 404B CA-114 Willow Rd.,Bayshore Fwy S,Menlo Park,San Mateo,CA,94025,US,US/Pacific,KPAO,80.6,23.36869565217391,48.0,30.0,30.0,North,13.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,13:34:39,2016-06-21,14:04:39,13:47:00
778,A-779,Source2,2,0.0,Slow traffic due to accident on Calvine Rd both ways at Elk Grove Florin Rd.,Calvine Rd,Elk Grove,Sacramento,CA,95624,US,US/Pacific,KSAC,93.9,23.36869565217391,17.0,29.96,10.0,NNW,6.9,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-06-21,13:38:18,2016-06-21,14:23:18,13:53:00
779,A-780,Source2,3,0.0,Accident on I-580 Westbound at Exit 63 Grant Line Rd.,I-580 W,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,93.9,23.36869565217391,19.0,29.96,10.0,Variable,4.6,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,13:59:18,2016-06-21,14:29:18,13:53:00
780,A-781,Source2,2,0.0,Accident on Coyle Ave Westbound near St Charles Dr.,Coyle Ave,Carmichael,Sacramento,CA,95608-0307,US,US/Pacific,KMCC,93.2,23.36869565217391,12.0,29.97,9.0,NW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,13:59:57,2016-06-21,14:44:57,13:55:00
781,A-782,Source2,3,0.0,Accident on I-880 Southbound at Exit 40 16th Ave.,Nimitz Fwy S,Oakland,Alameda,CA,94606,US,US/Pacific,KOAK,79.0,23.36869565217391,38.0,30.01,10.0,WNW,12.7,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,14:06:34,2016-06-21,14:36:34,13:53:00
782,A-783,Source2,2,0.0,Accident on Auburn Folsom Rd Southbound near Moss Ln.,Auburn Folsom Rd,Granite Bay,Placer,CA,95746-5879,US,US/Pacific,KMCC,93.2,23.36869565217391,12.0,29.97,9.0,NW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,14:03:09,2016-06-21,14:48:10,13:55:00
783,A-784,Source2,3,0.0,Accident on I-880 Southbound at Exit 24 Whipple Rd.,Nimitz Fwy S,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,82.9,23.36869565217391,26.0,30.03,10.0,WNW,11.5,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,14:16:46,2016-06-21,14:46:46,13:54:00
784,A-785,Source2,3,0.0,Very slow traffic due to accident on I-80 Eastbound near Exit 73 Olive Dr.,I-80 E,Davis,Yolo,CA,95618,US,US/Pacific,KEDU,93.2,23.36869565217391,20.0,29.96,10.0,Calm,9.841448058761804,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,14:17:32,2016-06-21,15:17:32,14:15:00
785,A-786,Source2,2,0.0,Accident on Concord Ave at Contra Costa Blvd.,Contra Costa Blvd,Pleasant Hill,Contra Costa,CA,94523-1203,US,US/Pacific,KCCR,98.1,23.36869565217391,11.0,29.91,10.0,NW,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,14:41:50,2016-06-21,15:11:50,14:53:00
786,A-787,Source2,2,0.0,Accident on US-101 Southbound at Exits 385A 385B I-680.,I-680 N,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,93.2,23.36869565217391,16.0,29.99,10.0,NW,15.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,14:34:20,2016-06-21,15:04:20,14:55:00
787,A-788,Source2,2,0.0,Accident on US-101 Northbound at Exit 414B CA-92.,US-101 N,San Mateo,San Mateo,CA,94403,US,US/Pacific,KSQL,84.2,23.36869565217391,33.0,29.99,10.0,North,10.4,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,14:49:07,2016-06-21,15:19:07,14:50:00
788,A-789,Source2,3,0.0,Accident on I-280 Northbound at Exit 53 Alemany Blvd.,John F Foran Fwy,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,71.1,23.36869565217391,47.0,30.0,10.0,WNW,24.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,14:57:48,2016-06-21,15:27:48,14:56:00
789,A-790,Source2,3,0.0,Accident on CA-24 Westbound at Exit 6 Caldecott Ln.,CA-24 W,Oakland,Alameda,CA,94618,US,US/Pacific,KOAK,77.0,23.36869565217391,40.0,30.0,10.0,WNW,15.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,14:53:08,2016-06-21,15:23:08,14:53:00
790,A-791,Source2,2,0.0,Accident on CA-242 Southbound at Exit 2 Grant St.,CA-242 S,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,98.1,23.36869565217391,11.0,29.91,10.0,NW,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,14:51:55,2016-06-21,15:21:55,14:53:00
791,A-792,Source2,2,0.0,Slow traffic due to accident on White Rock Rd Eastbound at County Hwy-E2 Sunrise Blvd.,Sunrise Blvd,Rancho Cordova,Sacramento,CA,95742,US,US/Pacific,KMHR,96.8,23.36869565217391,17.0,29.93,10.0,NNW,10.4,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-06-21,14:52:37,2016-06-21,15:37:37,14:46:00
792,A-793,Source2,2,0.0,Accident on CA-49 at Tyler Foote Rd.,State Highway 49,Nevada City,Nevada,CA,95959-9307,US,US/Pacific,KGOO,87.8,23.36869565217391,19.0,30.12,10.0,WSW,8.1,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,2016-06-21,15:09:59,2016-06-21,15:54:59,15:05:00
793,A-794,Source2,2,0.0,Accident on Gerber Rd at Reese Rd.,Reese Rd,Sacramento,Sacramento,CA,95828-3722,US,US/Pacific,KSAC,97.0,23.36869565217391,13.0,29.91,10.0,Variable,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,15:23:34,2016-06-21,16:08:34,15:53:00
794,A-795,Source2,3,0.0,Accident on US-101 Southbound at Exit 403 Donohoe St.,Bayshore Fwy S,Palo Alto,San Mateo,CA,94303,US,US/Pacific,KPAO,78.8,23.36869565217391,51.0,29.97,30.0,NW,17.3,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,16:02:09,2016-06-21,16:32:09,15:47:00
795,A-796,Source2,3,0.0,Accident on I-80 Westbound at Exit 59 Meridian Rd.,I-80 W,Vacaville,Solano,CA,95687,US,US/Pacific,KVCB,99.0,23.36869565217391,18.0,29.92,10.0,SSW,8.1,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,15:55:54,2016-06-21,16:25:54,15:53:00
796,A-797,Source2,2,0.0,Slow traffic due to accident on Douglas Blvd Southbound near Eureka Rd.,Douglas Blvd,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,95.0,23.36869565217391,12.0,29.92,10.0,NW,8.1,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-06-21,15:56:52,2016-06-21,16:56:52,15:55:00
797,A-798,Source2,2,0.0,Accident on Isleton Rd at Andrus Island Rd.,Isleton Rd,Isleton,Sacramento,CA,95641-9701,US,US/Pacific,KSUU,96.8,23.36869565217391,17.0,29.91,10.0,SSW,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,16:16:25,2016-06-21,17:01:25,15:58:00
798,A-799,Source2,3,0.0,Queueing traffic due to accident on I-5 Southbound at Exit 528 Airport Blvd.,CA-16 E,Sacramento,Sacramento,CA,95837,US,US/Pacific,KSMF,97.0,23.36869565217391,16.0,29.88,10.0,West,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,16:47:53,2016-06-21,17:17:53,16:53:00
799,A-800,Source2,2,0.0,Accident on US-50 Westbound at Exit 13 Bradshaw Rd.,Bradshaw Rd,Sacramento,Sacramento,CA,95827,US,US/Pacific,KMHR,98.6,23.36869565217391,10.0,29.87,10.0,NNW,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,17:55:06,2016-06-21,18:25:06,17:45:00
800,A-801,Source2,2,0.0,Lane blocked on exit ramp due to accident on CA-65 Northbound at Exit 313 Twelve Bridges Dr.,CA-65 N,Lincoln,Placer,CA,95648,US,US/Pacific,KLHM,96.8,23.36869565217391,11.0,29.86,10.0,WNW,3.5,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,18:48:19,2016-06-21,19:18:19,18:55:00
801,A-802,Source2,3,0.0,Lane closed on exit ramp due to accident on I-5 Northbound at Exits 518 519A CA-99 CA-16.,I-5 N,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,93.9,23.36869565217391,23.0,29.87,10.0,SW,12.7,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,18:58:58,2016-06-21,19:28:58,18:53:00
802,A-803,Source2,2,0.0,Accident on Pleasant Valley Rd at Hinman Aly.,Pleasant Valley Rd,El Dorado,El Dorado,CA,95623-4232,US,US/Pacific,KPVF,86.0,23.36869565217391,18.0,30.06,10.0,West,3.5,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,19:21:38,2016-06-21,20:06:38,19:15:00
803,A-804,Source2,2,0.0,Accident on US-101 Northbound at Exits 449 449A Tamalpais Dr.,US-101 N,Corte Madera,Marin,CA,94925,US,US/Pacific,KDVO,77.0,23.36869565217391,32.0,29.94,7.977432296890672,ESE,3.5,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,19:36:26,2016-06-21,20:06:26,19:35:00
804,A-805,Source2,3,0.0,Accident on I-880 Southbound at Exit 31B Washington Ave.,I-880 N,San Leandro,Alameda,CA,94578,US,US/Pacific,KHWD,66.0,23.36869565217391,59.0,29.99,10.0,West,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,19:38:23,2016-06-21,20:08:23,19:54:00
805,A-806,Source2,3,0.0,Accident on I-680 Northbound at Exit 36 Crow Canyon Rd.,I-680 N,Danville,Contra Costa,CA,94526,US,US/Pacific,KCCR,84.0,23.36869565217391,15.0,29.88,10.0,West,11.5,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2016-06-21,19:34:13,2016-06-21,20:04:13,19:53:00
806,A-807,Source2,2,0.0,Accident on CA-17 Southbound at Exits 21 22 Lark Ave.,CA-17 S,Los Gatos,Santa Clara,CA,95032,US,US/Pacific,KSJC,73.0,23.36869565217391,42.0,29.97,10.0,NW,12.7,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,19:45:28,2016-06-21,20:15:28,19:53:00
807,A-808,Source2,3,0.0,Lane blocked due to accident on I-580 Eastbound at Exit 45 Hopyard Rd.,I-580 E,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,80.1,23.36869565217391,27.0,29.93,10.0,NW,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,19:46:41,2016-06-21,20:16:41,19:53:00
808,A-809,Source2,2,0.0,Accident on US-101 Golden Gate Brg Southbound at Exit 439 Transit Transfer Facility.,Golden Gate Brg S,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,61.0,23.36869565217391,67.0,29.98,10.0,WNW,20.7,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,20:03:18,2016-06-21,20:33:18,19:56:00
809,A-810,Source2,3,0.0,Accident on I-580 Eastbound at Exit 36 Redwood Rd.,I-580 E,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,66.0,23.36869565217391,59.0,29.99,10.0,West,8.1,Clear,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day,2016-06-21,20:02:45,2016-06-21,20:32:45,19:54:00
810,A-811,Source2,3,0.0,Two lanes blocked due to accident on I-205 Westbound at I-5.,I-205 W,Tracy,San Joaquin,CA,95304,US,US/Pacific,KSCK,88.0,23.36869565217391,24.0,29.89,10.0,West,15.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,20:03:23,2016-06-21,20:48:23,19:55:00
811,A-812,Source2,3,0.0,Accident on I-580 Eastbound at Exit 51 Isabel Ave.,I-580 E,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,80.1,23.36869565217391,27.0,29.93,10.0,NW,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-06-21,20:19:38,2016-06-21,20:49:38,19:53:00
812,A-813,Source2,3,0.0,Right hand shoulder blocked due to accident on I-5 Northbound at Exit 471 Charter Way.,I-5 N,Stockton,San Joaquin,CA,95206,US,US/Pacific,KSCK,81.0,23.36869565217391,31.0,29.9,10.0,WNW,6.9,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016-06-21,20:38:09,2016-06-21,21:08:09,20:55:00
813,A-814,Source2,2,0.0,Lane blocked due to accident on US-101 Main St Northbound at Mendocino Ave.,E Mendocino Ave,Willits,Mendocino,CA,95490-3554,US,US/Pacific,KUKI,78.1,23.36869565217391,32.0,29.94,10.0,North,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016-06-21,20:48:42,2016-06-21,21:33:42,20:56:00
814,A-815,Source2,2,0.0,Accident on US-50 Eastbound at Exit 7 Stockton Blvd.,El Dorado Fwy E,Sacramento,Sacramento,CA,95819,US,US/Pacific,KSAC,80.1,23.36869565217391,23.0,29.88,10.0,SSW,9.2,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016-06-21,21:18:10,2016-06-21,21:48:10,20:53:00
815,A-816,Source2,3,0.0,Accident on I-80 Eastbound at Exits 103 103A 103B Sunrise Ave.,I-80 E,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,80.6,23.36869565217391,23.0,29.89,10.0,SSW,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016-06-21,21:39:20,2016-06-21,22:09:20,21:35:00
816,A-817,Source2,3,0.0,Accident on I-80 Eastbound at Exits 103 103A 103B Sunrise Ave.,I-80 E,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,80.6,23.36869565217391,23.0,29.89,10.0,SSW,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016-06-21,21:42:40,2016-06-21,22:27:40,21:35:00
817,A-818,Source2,2,0.0,Accident on County Hwy-E3 Sierra College Blvd at Douglas Blvd.,Douglas Blvd,Granite Bay,Placer,CA,95746,US,US/Pacific,KMCC,80.6,23.36869565217391,23.0,29.89,10.0,SSW,9.2,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,2016-06-21,21:33:47,2016-06-21,22:18:47,21:35:00
818,A-819,Source2,2,0.0,Accident on US-101 Northbound at Exit 492 Mendocino Ave.,US-101 N,Santa Rosa,Sonoma,CA,95403,US,US/Pacific,KSTS,59.0,23.36869565217391,69.0,29.92,8.0,South,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016-06-21,21:45:26,2016-06-21,22:15:26,21:53:00
819,A-820,Source2,3,0.0,Accident on I-280 Southbound at Exit 16 El Monte Rd.,I-280 S,Los Altos,Santa Clara,CA,94022,US,US/Pacific,KNUQ,64.0,23.36869565217391,73.0,30.01,10.0,North,10.4,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2016-06-21,22:01:11,2016-06-21,22:31:11,21:56:00
820,A-821,Source2,3,0.0,Accident on I-280 Northbound at Exits 4 5A Parkmoor Ave.,Sinclair Fwy N,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,64.9,23.36869565217391,63.0,29.99,10.0,WNW,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2016-06-21,22:02:04,2016-06-21,22:32:04,21:53:00
821,A-822,Source2,2,0.0,Accident on Martin Dr Eastbound at Ellison Ln.,Martin Dr,Richmond,Contra Costa,CA,94801-1702,US,US/Pacific,KCCR,72.0,23.36869565217391,38.0,29.89,10.0,SSW,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2016-06-21,22:26:36,2016-06-21,22:56:36,22:53:00
822,A-823,Source2,3,0.0,Accident on I-80 Eastbound at Exit 69 Kidwell Rd.,CA-113 N,Dixon,Solano,CA,95620,US,US/Pacific,KEDU,69.8,23.36869565217391,40.0,29.89,10.0,South,4.6,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-06-21,22:55:09,2016-06-21,23:25:09,22:55:00
823,A-824,Source2,2,0.0,Accident on CA-99 El Centro Blvd Southbound at Exit 309 Elverta Rd.,W Elverta Rd,Sacramento,Sacramento,CA,95836,US,US/Pacific,KSMF,71.1,23.36869565217391,41.0,29.87,10.0,SE,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-06-21,23:46:57,2016-06-22,00:31:57,23:53:00
824,A-825,Source2,3,0.0,Two lanes blocked due to accident on I-580 Westbound at Exits 34 35 I-238. On the median.,I-580 W,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,59.0,23.36869565217391,72.0,30.02,10.0,West,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-06-22,00:29:47,2016-06-22,00:59:47,00:54:00
825,A-826,Source2,2,0.0,Single alternate line traffic due to serious accident on CA-49 Southbound at Broad St.,State Highway 49,Nevada City,Nevada,CA,95959,US,US/Pacific,KGOO,73.4,23.36869565217391,23.0,30.08,10.0,Calm,9.841448058761804,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-06-22,00:29:20,2016-06-22,01:30:00,00:25:00
826,A-827,Source2,2,0.0,Accident on CA-20 at Foothill Dr.,Foothill Dr,Nice,Lake,CA,95464,US,US/Pacific,KUKI,64.0,23.36869565217391,54.0,29.94,10.0,Calm,9.841448058761804,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-06-22,00:40:26,2016-06-22,01:10:26,00:56:00
827,A-828,Source2,3,0.0,Lane blocked due to accident on I-880 Southbound at Exit 40 16th Ave.,Nimitz Fwy S,Oakland,Alameda,CA,94606,US,US/Pacific,KOAK,57.9,23.36869565217391,75.0,29.99,10.0,West,6.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-06-22,01:24:26,2016-06-22,02:24:26,01:53:00
828,A-829,Source2,2,0.0,Right hand shoulder blocked due to accident on CA-4 Eastbound at Exit 29 Hillcrest Ave.,CA-4 E,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,62.1,23.36869565217391,60.0,29.89,10.0,South,16.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-06-22,01:23:44,2016-06-22,02:23:44,01:53:00
829,A-830,Source2,2,0.0,Lane blocked due to accident on Howell Mountain Rd both ways at Falls Rd.,Howell Mountain Rd S,Angwin,Napa,CA,94508-9650,US,US/Pacific,KSTS,52.0,23.36869565217391,86.0,29.92,7.0,Calm,9.841448058761804,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-06-22,01:59:16,2016-06-22,02:59:16,01:53:00
830,A-831,Source2,3,0.0,Right hand shoulder blocked due to accident on I-680 Northbound at Exit 48 Sunnyvale Ave.,I-680 S,Walnut Creek,Contra Costa,CA,94597,US,US/Pacific,KCCR,62.1,23.36869565217391,60.0,29.89,10.0,South,16.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-06-22,02:01:25,2016-06-22,03:01:25,01:53:00
831,A-832,Source2,3,0.0,Right lane blocked due to accident and vehicles spun around on I-680 Northbound at Exits 1B 1C Jackson Ave.,I-680 N,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,64.4,23.36869565217391,64.0,30.02,10.0,Variable,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-06-22,02:43:31,2016-06-22,03:43:31,07:47:00
832,A-833,Source2,2,0.0,Right hand shoulder blocked due to accident on CA-87 Guadalupe Fwy Southbound at County Hwy-G8 Almaden Expy.,Almaden Expy,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,59.0,23.36869565217391,78.0,29.97,10.0,NW,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-06-22,03:46:12,2016-06-22,04:46:12,03:53:00
833,A-834,Source2,3,0.0,One lane blocked due to accident on I-80 Eastbound at Exit 4A Treasure Is.,San Francisco-Oakland Bay Brg E,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,55.9,23.36869565217391,80.0,29.98,10.0,WNW,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day,2016-06-22,04:31:35,2016-06-22,05:31:35,04:53:00
